Word,Score
downtown,17.711052174829028
adult,17.710974254152518
standard,17.71075308083877
temple,17.71071783060506
mile,17.71071783060506
terror,17.71071783060506
journalism,17.71071783060506
marble,17.71071783060506
right,17.710272147028725
health,17.710244921214333
bid,17.709990924604053
campaign,17.709844524117806
telegraph,17.70961680150318
municipality,17.70961680150318
abuse,17.70961680150318
nm,17.709429916928073
science,17.709179744287535
sword,17.708752015172518
gateway,17.708752015172518
army,17.70775257743183
combat,17.707703986064224
motion,17.707605883669963
piano,17.707605883669963
trail,17.707232297122268
network,17.707164371367135
car,17.706265007846348
index,17.70503748230132
judiciary,17.70503748230132
summer,17.70503748230132
citizen,17.704713253599625
guest,17.704589319555787
weekend,17.704589319555787
greenhouse,17.704589319555787
penguin,17.704589319555787
phonograph,17.704589319555787
mtdna,17.704589319555787
duty,17.704589319555787
evacuation,17.704589319555787
nucleus,17.704589319555787
certificate,17.704589319555787
toilet,17.704589319555787
apartheid,17.704589319555787
result,17.704524441832607
patent,17.704516552516278
manga,17.70399225050849
space,17.70378582796467
weigh,17.703785002983384
faith,17.70370260310349
chapel,17.70352957816085
internet,17.703429846920674
balance,17.7028495563041
heart,17.7020781148033
reserve,17.702030795875995
salt,17.701576378005463
magazine,17.70068492514428
vision,17.70065527756207
capitol,17.699571670440577
delivery,17.699571670440577
innovation,17.699571670440577
lifetime,17.699571670440577
recovery,17.699571670440577
celebrity,17.699571670440577
presbyterianism,17.699571670440577
revival,17.699571670440577
clay,17.699571670440577
merchant,17.699571670440577
church,17.699497743718954
witness,17.69942119151529
drug,17.699361497566052
experiment,17.69932859096504
rule,17.6992716021108
authority,17.69917121743514
dress,17.69839793469023
dvd,17.698395685883245
company,17.698221187199728
flow,17.697669114664198
harm,17.697651976627053
field,17.6971688954163
h,17.697121913183402
sphere,17.69707197935682
watt,17.69707197935682
rebellion,17.697018060582053
wing,17.696852161166245
lithuanian,17.696729123009078
bar,17.696653624918657
mine,17.696134574335833
deal,17.695840634681268
synagogue,17.695423572555697
protocol,17.695423572555697
dome,17.695423572555697
medicine,17.695423572555697
half,17.694737106270317
attempt,17.694652712564647
decline,17.694452528415916
access,17.69398915239579
daylight,17.69259509487919
beidou-2,17.692580782393733
heat,17.692559553482145
resident,17.69234360552385
training,17.692336864943076
strategy,17.69190937202695
lute,17.691790891381707
cloud,17.691790891381707
desktop,17.691471626456945
comedy,17.691343895242145
displacement,17.690958895741662
side,17.69079556839675
rival,17.69050376883511
programme,17.69007579456748
assumption,17.69007579456748
yard,17.689630219001653
teh,17.689630219001653
prosperity,17.689630219001653
rhythm,17.689630219001653
explosion,17.689630219001653
scholarship,17.689630219001653
rationalism,17.689630219001653
craft,17.689630219001653
steam,17.689630219001653
hierarchy,17.689630219001653
grammar,17.689630219001653
fan,17.689630219001653
mi,17.689630219001653
collector,17.689630219001653
consonant,17.68942538947944
legacy,17.689328828314007
medal,17.689091941271755
edition,17.686950758073248
influence,17.68673449835405
clause,17.686683703086384
fuel,17.686262847918695
staple,17.68591492754988
doctor,17.684730498697977
cancer,17.684730498697977
quote,17.684698682722964
machine,17.683705757481345
font,17.68347120953733
feature,17.68332223369381
sunlight,17.68230239390595
respect,17.68156308488544
observatory,17.681307110854704
subject,17.680897142908698
track,17.680716442924293
feed,17.680353581598688
regard,17.680205885219934
pump,17.67932957277206
lake,17.6785458045089
journal,17.6785458045089
ray,17.6785458045089
rise,17.678000888478905
court,17.67633158706089
radar,17.67601797007756
=,17.675901574899463
diode,17.675115072632224
prohibition,17.675115072632224
ion,17.675115072632224
capella,17.675115072632224
paradox,17.675115072632224
pragmatism,17.675115072632224
submarine,17.675115072632224
tenure,17.675115072632224
center,17.675076551655025
lay,17.67490452558855
exhibit,17.674529900051812
millennium,17.674448696657176
match,17.67418884955846
festival,17.673565409074616
incident,17.67309004039243
stage,17.67297135289212
sovereign,17.67295253230866
minority,17.672934815123387
belt,17.672283730389225
bus,17.671579967089613
crucifixion,17.67155665353574
sport,17.671395537029156
nobility,17.6707088091638
sociology,17.670410706849907
duck,17.670410706849907
nationalism,17.670410706849907
trophy,17.670410706849907
arrival,17.670410706849907
post,17.669269018626167
folk,17.669080095607804
landmark,17.668153421856356
editor,17.66808615707584
ski,17.668062536735484
realm,17.667747041885615
row,17.667464442156437
technology,17.667414816900155
gauge,17.666582561030523
yield,17.666582561030523
collapse,17.66628037472117
democracy,17.66578052493747
constituent,17.66535382246898
stretch,17.665078710487197
spirit,17.66445839563453
eurozone,17.66445839563453
ambulance,17.66445839563453
cease,17.663836390490705
bulk,17.662775406350576
release,17.662641851478345
corps,17.66230107409146
depict,17.662242728803648
reverse,17.66159355845485
peninsula,17.661592088694245
card,17.661227154193064
bachelor,17.661227154193064
humanity,17.661227154193064
physician,17.661227154193064
will,17.661227154193064
muscle,17.661227154193064
platform,17.66067782709221
outcome,17.660408880644944
chief,17.65978314346318
haplogroup,17.659072543291174
aviation,17.659072543291174
collateral,17.658572581417392
delegate,17.65840099524394
agreement,17.658060257109796
limit,17.65802091976762
cover,17.65761607878919
frequency,17.656800209592163
scholar,17.656752384660432
safety,17.655866970750683
fluid,17.655307429463402
host,17.65520045235929
crystal,17.65485108008331
expressway,17.65485108008331
hate,17.654736880742036
fear,17.654369102929003
q,17.654160130033468
broadband,17.654160130033468
uranyl,17.653442214648535
unit,17.65341315273214
service,17.653162202054457
lead,17.65273704436656
24th,17.65258935754478
stock,17.652357322064084
video,17.65217344083101
museum,17.651764769863846
deaf,17.65143992218333
future,17.650271365212035
battle,17.650135312457188
dynasty,17.64988187489405
function,17.649759849904274
introduction,17.64913285076074
incorporation,17.648042513466624
collection,17.648042513466624
one,17.648042513466624
neutrality,17.648042513466624
armistice,17.648042513466624
abundance,17.648042513466624
screen,17.648042513466624
guitar,17.648042513466624
alpha,17.648042513466624
coral,17.647810861634625
excess,17.647724652842328
image,17.647610213225697
basin,17.646334193881877
elite,17.645204098278114
voiceless,17.64495999249922
television,17.644480173095477
immigration,17.64380805076247
statue,17.64380805076247
brass,17.64380805076247
tool,17.64380805076247
dukkha,17.643667090272956
flag,17.64362253051165
land,17.643604749864814
policy,17.643508658245533
praise,17.643450001858888
river,17.643387893700936
satellite,17.643318045200534
fine,17.643224473122334
ice,17.643163712897746
drink,17.6428137241059
quarter,17.642807003967416
moon,17.642657755718723
hemisphere,17.642126766817192
business,17.641898992483767
book,17.64188071724473
exile,17.64179084403203
trademark,17.64179084403203
acceptance,17.641720874714398
laboratory,17.641183258961938
plate,17.640926265183364
palace,17.64073407652907
labour,17.63848531914034
monitor,17.638371680527474
hunter,17.637729595396785
administration,17.6376063139895
birthday,17.635578752503417
tolerance,17.635578752503417
persecution,17.635578752503417
runner,17.635578752503417
inquiry,17.635578752503417
airline,17.635578752503417
jet,17.635578752503417
recognition,17.635578752503417
exploration,17.635578752503417
insurance,17.635578752503417
ale,17.635578752503417
credit,17.63496911025501
question,17.63486076894277
unified,17.63422721349973
estimate,17.633707192608327
memorial,17.63366694735184
line,17.633057122548653
plastic,17.63023071443756
childhood,17.630208864747534
loop,17.630190725837846
piracy,17.629730436023923
civilization,17.628775686789215
pet,17.628706540316394
pledge,17.62847761941572
beer,17.628330497041368
analysis,17.627663956025245
tomb,17.627663956025245
redesign,17.62705790190896
change,17.626958389310182
planck,17.626791888033708
poetry,17.62669631610795
dialect,17.62623905838581
halt,17.625559812373087
vote,17.625237086229507
agriculture,17.625094156559967
facility,17.625094156559967
college,17.62475761884795
cinema,17.62382189183203
deer,17.62382189183203
designer,17.62382189183203
charity,17.62382189183203
flame,17.62382189183203
task,17.62382189183203
silk,17.62382189183203
geography,17.62382189183203
novel,17.623479374552648
president,17.62346659396289
song,17.623448387198955
practice,17.623444519875765
planet,17.622198398198226
agency,17.622198398198226
vacuum,17.6218333053515
music,17.621639619654026
lie,17.62139346269884
drop,17.621292409435203
vault,17.62035570174912
squadron,17.62035570174912
rush,17.62035570174912
hotel,17.62035570174912
harmony,17.62035570174912
pal,17.62035570174912
schism,17.62035570174912
wolf,17.62035570174912
marketplace,17.62035570174912
amendment,17.62035570174912
tuberculosis,17.62017107829096
attribute,17.620103168209916
tribute,17.620055049761387
uprising,17.619889756065028
favor,17.619209615961925
bomb,17.61897095974037
paint,17.617900823569634
contrast,17.61678778035482
face,17.615904936552067
bank,17.613795754867517
transportation,17.612741481396306
plot,17.612741481396306
pottery,17.612741481396306
habitat,17.612741481396306
tree,17.61109445876011
aid,17.608085679352968
game,17.60802411203441
c,17.606648741724094
weather,17.60662104727282
reference,17.6060991524576
employee,17.605880933507503
scope,17.605711584821236
championship,17.604588049793854
day,17.603890407238552
surface,17.60271634302942
void,17.602368704219103
advancement,17.60229920728945
universe,17.60229920728945
barrier,17.60229920728945
ring,17.60229920728945
dj,17.60204632699225
crisis,17.601176562324916
law,17.60112945387182
issue,17.600320894297248
laser,17.598953149446082
procedure,17.598953149446082
travel,17.598819978690052
cellulose,17.598277418171005
wealth,17.59730450657343
reign,17.596472208431784
material,17.59605625845979
actor,17.59576855475132
charge,17.59576203122299
share,17.59560318259599
content,17.595483076680857
verb,17.59500181597846
boundary,17.59500181597846
corruption,17.594861482201697
aircraft,17.594642816376535
knowledge,17.593931306011235
aim,17.593830914750498
led,17.59367631416099
claim,17.593411598943003
equivalent,17.592671366536464
dipole,17.592671366536464
slave,17.592543211839313
psychology,17.59245381006341
residence,17.59245381006341
awareness,17.59245381006341
hop,17.59245381006341
movement,17.59245381006341
borough,17.59245381006341
park,17.592412783552888
fall,17.591715293489937
output,17.591259575523768
entertainment,17.59075026499357
individual,17.590222113193715
band,17.590002283878974
bishop,17.589793412397217
article,17.58953810164988
step,17.589332426373293
pitch,17.58886501600275
dot,17.588772796085493
jurisdiction,17.58867346384998
computing,17.587836974397767
steel,17.58774195524856
notice,17.586488020380433
page,17.586201311019227
cyclone,17.58525773596846
cfl,17.58525773596846
regime,17.584979372193622
mark,17.584170406344565
brewery,17.583163871312564
table,17.583163871312564
soccer,17.583163871312564
autonomy,17.583163871312564
committee,17.582446401742512
t,17.581626951817192
race,17.58096030304048
whip,17.58086541615316
liberation,17.58086541615316
cemetery,17.58086541615316
drama,17.58018368198974
truth,17.58018368198974
executive,17.579282189238196
proof,17.578171826852014
exhibition,17.57783978676062
copyright,17.576846016759703
constitution,17.576417590627635
master,17.575891466870637
lieutenant,17.57522212417034
proclamation,17.57522212417034
cricket,17.57522212417034
contact,17.57502812522529
geology,17.574389351457576
consensus,17.574389351457576
illusion,17.574389351457576
math,17.574389351457576
morphology,17.574389351457576
procession,17.574389351457576
techno,17.574389351457576
limitation,17.574389351457576
anthropology,17.574389351457576
developer,17.574389351457576
door,17.574389351457576
engineering,17.574389351457576
life,17.574389351457576
resource,17.574389351457576
admission,17.574389351457576
deism,17.574389351457576
pool,17.574389351457576
carthage,17.574389351457576
tongue,17.574389351457576
ignorance,17.574389351457576
phd,17.574389351457576
judgment,17.574389351457576
lighting,17.572968735782673
communication,17.572505596406362
model,17.570250731670935
alcohol,17.568325046960958
objective,17.568230029914538
border,17.568051210460542
cooperation,17.567707912033566
beach,17.567707912033566
restaurant,17.566997298733654
oil,17.566631385832476
coronation,17.566186446874095
cyber,17.56617427594693
governance,17.566092390256784
reader,17.566092390256784
protest,17.565843968102012
hand,17.56571701777213
interview,17.56546050658609
increase,17.565250461857566
sleep,17.56480139721194
solder,17.56480139721194
pharmaceutical,17.564743768232006
workplace,17.564245460502814
disagreement,17.563530500527047
confederacy,17.562934017984574
encyclopedia,17.562934017984574
father,17.56254880930652
ink,17.56149129018646
tort,17.56149129018646
divorce,17.56149129018646
parliament,17.560614189175027
orbit,17.56026805278185
sponsor,17.56013982537589
sacrifice,17.559752012167305
petition,17.558495196426627
defence,17.55844766428936
tar,17.558237671557976
purification,17.558237671557976
seller,17.558237671557976
virus,17.558237671557976
anthem,17.558237671557976
leg,17.558237671557976
voter,17.558237671557976
plutonium,17.558237671557976
cortex,17.558237671557976
monk,17.558237671557976
latewood,17.558237671557976
choir,17.558237671557976
researcher,17.558237671557976
referendum,17.558237671557976
magistrate,17.558237671557976
diocese,17.557215172916415
lion,17.557215172916415
hurricane,17.557215172916415
crusade,17.557215172916415
mosque,17.557215172916415
regiment,17.557215172916415
sample,17.556832984495124
methane,17.556832984495124
meeting,17.55546805440303
cappella,17.555226401217208
madaris,17.554791860077067
athlete,17.554650439992237
textile,17.554650439992237
variant,17.554650439992237
orange,17.554570278671196
territory,17.554465842697418
expedition,17.554465842697418
pin,17.553864504688597
follower,17.553864504688597
monarchy,17.55323064415967
home,17.553163313490455
section,17.552784167709333
sex,17.55225027302791
clock,17.55225027302791
competition,17.55200625275851
launch,17.551622699651617
wage,17.551393786637185
gravity,17.551393786637185
artillery,17.550792532412657
trading,17.55029774469704
orthodoxy,17.550242341396306
forum,17.550242341396306
singer,17.54934996506961
exercise,17.548835838853325
program,17.548425376339527
edge,17.54839657029174
infringement,17.547626016099628
arrest,17.5475163803062
jump,17.5475163803062
idealism,17.5472140660269
power,17.5471953044908
dispute,17.54553137041447
vowel,17.545271654448605
pain,17.544767057819953
basketball,17.54372692518368
agent,17.54372692518368
flu,17.54372692518368
fraud,17.54372692518368
certification,17.54372692518368
inscription,17.54372692518368
carriage,17.54372692518368
lockout,17.54372692518368
symmetry,17.54372692518368
reward,17.54372692518368
cavalry,17.54372692518368
grass,17.54372692518368
pollen,17.54372692518368
prophecy,17.54372692518368
groove,17.54372692518368
intensity,17.54372692518368
studio,17.54372692518368
stress,17.543525410820145
victory,17.543237506116633
tie,17.542230410175712
assent,17.54220551320385
mate,17.541878456404092
artist,17.541018272074787
altitude,17.540160335165073
fungus,17.540143669381415
counterpart,17.540143669381415
export,17.53947455589202
hunt,17.538661665609865
equipment,17.538329107964117
minister,17.538281484924255
label,17.537867434299137
sequence,17.53773047403828
snow,17.536947374029932
mp3,17.536947374029932
purple,17.536269724732172
-,17.535397770528277
brother,17.534849218713536
gospel,17.534477845762424
dielectric,17.53413220044147
title,17.533710316601002
analog,17.53358069800996
schedule,17.533370883256598
seal,17.533370883256598
diarrhea,17.532412136242336
ruin,17.531454682243513
organization,17.53062643702394
baptism,17.53062643702394
furniture,17.53062643702394
determination,17.53062643702394
fusion,17.53062643702394
hero,17.53062643702394
holder,17.53062643702394
wool,17.53062643702394
congregation,17.53062643702394
cargo,17.53062643702394
patron,17.53062643702394
pcb,17.53062643702394
hole,17.53062643702394
adoption,17.53062643702394
statute,17.530445342111836
captain,17.530445342111836
torch,17.528723365832583
color,17.52800506831157
food,17.52776106050507
peer,17.527315528852842
venture,17.527315528852842
architecture,17.52728843270791
prefix,17.527159052193426
gymnast,17.527024769328392
